AllYrs,CountInds,Sort,SapPlot,corner,PlotID,Northing,Easting,BroaderGroup,Genus,Species,Group,Duration,Taxa4Analysis,Cover2007,Cover2008,Cover2009,Cover2010,Cover2011,Cover2012,Cover2013,Cover2014,Cover2015,Cover2016,Cover2018,Ind2007,Ind2008,Ind2009,Ind2010,Ind2011,Ind2012,Ind2013,Ind2014,Ind2015,Ind2016,Ind2018,Buds2007,Buds2008,Buds2009,Buds2010,Buds2011,Buds2012,Buds2013,Buds2014,Buds2015,Buds2016,Buds2018,Flrs2007,Flrs2008,Flrs2009,Flrs2010,Flrs2011,Flrs2012,Flrs2013,Flrs2014,Flrs2015,Flrs2016,Flrs2018,Frts2007,Frts2008,Frts2009,Frts2010,Frts2011,Frts2012,Frts2013,Frts2014,Frts2015,Frts2016,Frts2018,Densiometer2009,Densiometer2010,Densiometer2011,Densiometer2012,Densiometer2013,Densiometer2014,Densiometer2015,Densiometer2016,Densiometer2018,ResearcherID2007,ResearcherID2008,ResearcherID2009,ResearcherID2010,ResearcherID2011,ResearcherID2012,ResearcherID2013,ResearcherID2014,ResearcherID2015,ResearcherID2016,ResearcherID2018,Day2007,Day2008,Day2009,Day2010,Day2011,Day2012,Day2013,Day2014,Day2015,Day2016,Day2018,Comments2007,Comments2008,Comments2009,Comments2010,Comments2011,Comments2012,Comments2013,Comments2014,Comments2015,Comments2016,Comments2018
n,y,252,2,NW,2NW,54.2,20.8,herb_monocot,Trillium,erectum,,,Trillium_erectum,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,5.667,4.375,2.75,3.625,6.5,5.25,2.25,6.25,NA,NA,NA,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EAT,KGD,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
n,y,253,2,NW,2NW,54.2,20.8,herb_monocot,Trillium,luteum,,,Trillium_luteum,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,5.667,4.375,2.75,3.625,6.5,5.25,2.25,6.25,NA,NA,NA,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EAT,KGD,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
n,n,254,2,NW,2NW,54.2,20.8,herb_dicot,Viola,canadensis,,,Viola_canadensis,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,5.667,4.375,2.75,3.625,6.5,5.25,2.25,6.25,NA,NA,NA,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EAT,KGD,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
n,y,255,2,NW,2NW,54.2,20.8,woody,Parthenocissus,quinquefolia,,,Zwoody_Parthenocissus,1,1,1,0,0,0,3,0,0,0,2,NA,NA,NA,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.667,4.375,2.75,3.625,6.5,5.25,2.25,6.25,NA,NA,NA,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EAT,KGD,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,"new addition to the plot; below this on data sheet, kate wrote ""also climbing fern"" but no other information.. I think she was remarking that she saw it in the vicinity, but I'm pretty sure it's not in the plot; KGD: are we sure this isn't a buckeye seedling?, also I put it with 2NW, but entered without plot in between 2NW and 2NE",,,,
n,n,256,2,NW,2NW,54.2,20.8,ZZbare,ZZbare,ZZbare,,,ZZbare,63,63,63,65,75,50,85,85,30,50,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.667,4.375,2.75,3.625,6.5,5.25,2.25,6.25,NA,NA,NA,KGD,EAT,EAT,"KD (herb plots), ET (densiometer)",EAT,KGD,KGD,JK,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,lots of moss,
n,y,257,2,SE,2SE,45.8,29.2,herb_dicot,Actaea,racemosa,,,Actaea_racemosa,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,seedling 190 included (KGD: sapling?),,,
n,y,258,2,SE,2SE,45.8,29.2,fern,Adiantum,sp,,,Adiantum_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,259,2,SE,2SE,45.8,29.2,herb_dicot,Anemone,acutiloba,,,Anemone_acutiloba,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,260,2,SE,2SE,45.8,29.2,herb_dicot,Anemonella,thalictroides,,,Anemonella_thalictroides,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,261,2,SE,2SE,45.8,29.2,fern,Asplenium,sp,,,Asplenium_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,262,2,SE,2SE,45.8,29.2,fern,Botrychium,sp,,,Botrychium_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,263,2,SE,2SE,45.8,29.2,herb_dicot,Cardamine,concatenata,,,Cardamine_concatenata,2,2,2,1,0.5,2,0.5,13,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,-99,-99,NA,NA,NA,0,0,0,0,0,0,-99,-99,NA,NA,NA,1,0,1,0,1,1,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,264,2,SE,2SE,45.8,29.2,herb_dicot,Cardamine,diphylla,,,Cardamine_diphylla,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,1,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,265,2,SE,2SE,45.8,29.2,herb_dicot,Caulophyllum,thalictroides,,,Caulophyllum_thalictroides,33,33,33,38,37,35,25,18,31,33,47,NA,NA,NA,21,15,15,16,15,14,14,21,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,1,1,0,0,0,0,1,1,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,"1st leaf, germinating from this year's seeds?; EAT did densiometer reading",,,,,
n,n,266,2,SE,2SE,45.8,29.2,herb_dicot,Claytonia,caroliniana,,,Claytonia_caroliniana,0,0,0,0.5,0,0,0.5,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-99,-99,0,0,0,-99,-99,NA,NA,NA,0,-99,-99,0,0,0,-99,-99,NA,NA,NA,1,-99,-99,0,1,0,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,267,2,SE,2SE,45.8,29.2,fern,Cysopteris,sp,,,Cysopteris_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,268,2,SE,2SE,45.8,29.2,herb_dicot,Dicentra,eximia,,,Dicentra_eximia,0,0,0,0.5,0.5,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-99,-99,0,-99,0,0,NA,NA,NA,0,0,-99,-99,0,-99,0,0,NA,NA,NA,0,0,-99,-99,0,-99,0,0,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,269,2,SE,2SE,45.8,29.2,fern,Dryopteris,intermedia,,,Dryopteris_intermedia,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,270,2,SE,2SE,45.8,29.2,fern,Dryopteris,marginalis,,,Dryopteris_marginalis,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,271,2,SE,2SE,45.8,29.2,herb_dicot,Erythronium,americanum,,,Erythronium_americanum,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,272,2,SE,2SE,45.8,29.2,herb_dicot,Galium,bigleaves,,,Galium_bigleaves,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,273,2,SE,2SE,45.8,29.2,herb_dicot,Galium,triflorum,,,Galium_triflorum,1,1,1,0.5,2,3,0.5,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-99,0,0,1,NA,NA,NA,1,1,1,1,-99,1,1,0,NA,NA,NA,1,1,1,0,-99,1,1,0,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,274,2,SE,2SE,45.8,29.2,herb_dicot,Geranium,maculatum,,,Geranium_maculatum,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,275,2,SE,2SE,45.8,29.2,herb_monocot,Goodyeara,pubescens,,,Goodyeara_pubescens,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,,,,,,
n,n,276,2,SE,2SE,45.8,29.2,herb_dicot,Houstonia,sp,,,Houstonia_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,277,2,SE,2SE,45.8,29.2,herb_dicot,Hydrophyllum,sp,,,Hydrophyllum_sp,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,278,2,SE,2SE,45.8,29.2,herb_dicot,Impatiens,sp,,,Impatiens_sp,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,0,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,0,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,0,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,279,2,SE,2SE,45.8,29.2,herb_dicot,Laportia,canadensis,,,Laportia_canadensis,0,0,0,0,0,0,0,0.5,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,-99,-99,-99,-99,0,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,0,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,0,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,280,2,SE,2SE,45.8,29.2,herb_dicot,Mitella,diphylla,,,Mitella_diphylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,1,1,1,0,0,1,NA,NA,NA,1,1,1,0,0,0,0,0,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,281,2,SE,2SE,45.8,29.2,herb_dicot,Osmorhiza,longistylis,,,Osmorhiza_longistylis,1,1,1,1,3,1,0.5,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,-99,-99,-99,NA,NA,NA,0,0,0,0,0,-99,-99,-99,NA,NA,NA,0,0,0,0,0,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,n,282,2,SE,2SE,45.8,29.2,herb_dicot,Phacelia,bipinnatifida,,,Phacelia_bipinnatifida,0,0,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,0,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,1,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,0,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,283,2,SE,2SE,45.8,29.2,herb_dicot,Podophyllum,peltatum,,,Podophyllum_peltatum,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,284,2,SE,2SE,45.8,29.2,herb_monocot,Polygonatum,biflorum,,,Polygonatum_biflorum,1,1,1,0,0,3,0,0,1,3,2,NA,NA,NA,0,0,2,0,0,1,2,2,NA,NA,NA,-99,-99,0,-99,-99,0,0,0,NA,NA,NA,-99,-99,0,-99,-99,0,0,2,NA,NA,NA,-99,-99,0,-99,-99,0,0,0,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
n,y,285,2,SE,2SE,45.8,29.2,fern,Polystichum,acrostichoides,,,Polystichum_acrostichoides,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99,-99,-99,-99,-99,-99,-99,-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,3,1,2.375,2.25,6.25,2.25,5.25,NA,NA,NA,KGD,EAT,ALG,"KD (herb plots), ET (densiometer)",EW,EW,EAT,EAT,NA,26-Apr-08,26-Apr-09,NA,19-Apr-11,15-Apr-12,23-Apr-13,15-Apr-14,22-Apr-15,24-Apr-16,20-Apr-18,,,,,,EAT did densiometer reading,,,,,
